dep,codgeo,libgeo,population
46,46307,Soturac,635.0
77,77283,May-en-Multien,904.0
61,61039,La Bellière,132.0
77,77379,Provins,11958.0
2A,2A011,Altagène,55.0
30,30310,Saumane,289.0
76,76163,Catenay,689.0
52,52189,Le Val-d'Esnoms,387.0
35,35246,Roz-Landrieux,1374.0
53,53096,Ernée,5576.0
80,80767,Le Translay,241.0
27,27604,Saint-Sulpice-de-Grimbouville,151.0
39,39467,Rotalier,150.0
95,95134,Champagne-sur-Oise,5021.0
41,41159,Neung-sur-Beuvron,1260.0
89,89395,Les Sièges,416.0
03,03048,Cérilly,1309.0
23,23053,Chard,205.0
55,55502,Stenay,2471.0
61,61433,Saint-Nicolas-des-Bois,283.0
37,37190,Pussigny,162.0
73,73219,Saint-Alban-de-Montbel,681.0
61,61013,Aunay-les-Bois,140.0
11,11019,Aunat,62.0
80,80005,Agenville,82.0
34,34103,Fontès,1053.0
42,42261,Saint-Martin-Lestra,910.0
64,64138,Bordes,2885.0
62,62815,Tigny-Noyelle,172.0
32,32056,Blanquefort,44.0
46,46221,Planioles,544.0
88,88036,Barville,85.0
54,54004,Affléville,179.0
73,73330,Yenne,3063.0
48,48156,Saint-Germain-du-Teil,858.0
70,70133,Chargey-lès-Port,234.0
11,11324,Roubia,511.0
60,60482,Orry-la-Ville,3455.0
71,71381,Sailly,71.0
22,22234,Plouvara,1154.0
30,30183,Moulézan,648.0
91,91161,Chilly-Mazarin,19938.0
56,56115,Locmaria-Grand-Champ,1811.0
80,80543,Métigny,119.0
63,63056,Brousse,344.0
71,71157,Cuiseaux,1837.0
86,86102,Frozes,602.0
53,53031,La Bigottière,492.0
60,60252,Fournival,524.0
09,09283,Savignac-les-Ormeaux,402.0
01,01001,L' Abergement-Clémenciat,832.0
67,67234,Keskastel,1493.0
61,61432,Saint-Michel-Tuboeuf,583.0
54,54116,Chanteheux,2136.0
46,46224,Pradines,3584.0
27,27511,Saint-Aubin-d'Écrosville,739.0
54,54414,Pagney-derrière-Barine,652.0
41,41055,Chouzy-sur-Cisse,2418.0
01,01029,Beaupont,700.0
38,38263,Morette,367.0
64,64111,Bentayou-Sérée,108.0
88,88367,Rambervillers,5045.0
19,19178,Sadroc,989.0
70,70381,Neurey-lès-la-Demie,351.0
14,14530,Ranville,1982.0
32,32077,Castelnau-d'Anglès,88.0
02,02129,Bruys,19.0
01,01138,Culoz,3426.0
72,72366,Valennes,310.0
74,74003,Alex,1113.0
94,94018,Charenton-le-Pont,29445.0
38,38070,Le Champ-près-Froges,1346.0
40,40136,Lacajunte,152.0
53,53117,Houssay,499.0
64,64050,Arrast-Larrebieu,93.0
60,60371,Loueuse,151.0
25,25560,Thise,3000.0
32,32369,Sainte-Christie-d'Armagnac,377.0
56,56179,Pont-Scorff,3965.0
22,22194,Plestin-les-Grèves,3635.0
09,09096,Château-Verdun,41.0
39,39183,Crotenay,629.0
18,18051,La Chapelotte,132.0
61,61237,Lougé-sur-Maire,314.0
74,74203,Novel,51.0
27,27003,Acquigny,1699.0
57,57021,Ancy-sur-Moselle,1490.0
37,37090,Crissay-sur-Manse,111.0
62,62251,Courset,512.0
02,02528,Mortefontaine,221.0
65,65378,Ricaud,66.0
80,80377,Gézaincourt,398.0
09,09121,Ferrières-sur-Ariège,761.0
10,10164,Gélannes,713.0
12,12187,Prades-d'Aubrac,343.0
17,17135,Cressé,222.0
93,93030,Dugny,11328.0
40,40321,Urgons,240.0
02,02564,Noyant-et-Aconin,855.0
08,08146,Draize,90.0
59,59558,Saulzoir,1679.0
90,90046,Florimont,457.0
16,16345,Saint-Quentin-sur-Charente,207.0
60,60608,Le Saulchoy,105.0
58,58018,Authiou,42.0
68,68214,Montreux-Jeune,371.0
26,26126,Eygalayes,90.0
39,39368,Morez,5167.0
70,70531,Velleclaire,103.0
77,77045,Bougligny,722.0
32,32321,Polastron,276.0
59,59026,Aubigny-au-Bac,1159.0
67,67503,Uttwiller,159.0
32,32200,Lasséran,356.0
19,19266,Thalamy,103.0
32,32420,Sauvimont,67.0
08,08378,Saint-Clément-à-Arnes,107.0
31,31579,Villariès,838.0
21,21686,Villaines-les-Prévôtes,144.0
01,01231,Manziat,1955.0
38,38290,Pact,861.0
21,21187,Commarin,121.0
14,14167,Colombelles,7022.0
03,03278,Taxat-Senat,200.0
50,50228,Hambye,1077.0
15,15123,Méallet,157.0
68,68055,Bruebach,1044.0
01,01187,Hotonnes,609.0
56,56079,Guillac,1383.0
76,76568,Saint-Clair-sur-les-Monts,614.0
38,38277,Notre-Dame-de-Commiers,535.0
30,30342,Vénéjan,1264.0
17,17181,Grandjean,312.0
03,03212,Quinssaines,1524.0
47,47050,Cassignas,130.0
69,69119,Longes,964.0
59,59092,Bouchain,3996.0
54,54198,Fléville-Lixières,302.0
10,10344,Saint-Léger-près-Troyes,911.0
22,22115,Lanrivain,457.0
73,73274,Saint-Pierre-d'Entremont,426.0
56,56056,Évriguet,207.0
19,19215,Saint-Julien-le-Pèlerin,118.0
80,80293,Ételfay,348.0
65,65017,Aragnouet,250.0
74,74301,Villard,954.0
69,69064,Condrieu,3933.0
61,61330,Planches,182.0
69,69261,Vernay,110.0
03,03197,Neuilly-le-Réal,1444.0
91,91666,Villejust,2496.0
10,10267,Nogent-sur-Aube,304.0
62,62775,Sanghen,339.0
31,31327,Mauran,205.0
16,16090,Châteauneuf-sur-Charente,3554.0
14,14241,Épinay-sur-Odon,629.0
54,54034,Avrainville,215.0
44,44214,Vay,2052.0
89,89276,Neuvy-Sautour,874.0
17,17335,Saint-Georges-des-Agoûts,283.0
21,21119,Bussières,44.0
11,11350,Saint-Just-et-le-Bézu,50.0
81,81228,Roquemaure,471.0
08,08124,Clavy-Warby,343.0
38,38065,Châbons,2171.0
34,34305,Le Soulié,128.0
89,89351,Sainte-Magnance,475.0
52,52065,Bouzancourt,68.0
52,52097,Chambroncourt,49.0
65,65424,Sers,113.0
76,76480,Ocqueville,445.0
71,71435,Saint-Julien-sur-Dheune,236.0
60,60304,Haute-Épine,271.0
62,62504,Leulinghem,261.0
39,39017,Arlay,1187.0
59,59196,Ennetières-en-Weppes,1293.0
26,26226,Le Pègue,364.0
85,85260,Saint-Paul-Mont-Penit,835.0
52,52040,Bay-sur-Aube,49.0
06,06088,Nice,348085.0
19,19031,Brive-la-Gaillarde,46599.0
19,19212,Saint-Hilaire-Taurieux,100.0
50,50624,La Vendelée,473.0
52,52085,Buxières-lès-Clefmont,26.0
61,61429,Saint-Maurice-lès-Charencey,762.0
32,32454,Traversères,70.0
85,85128,Luçon,9483.0
17,17006,Allas-Champagne,248.0
55,55421,Reffroy,74.0
70,70016,Amont-et-Effreney,163.0
70,70351,Mollans,227.0
36,36103,Luçay-le-Mâle,1313.0
14,14538,Rocquancourt,1707.0
45,45307,La Selle-sur-le-Bied,1110.0
23,23253,Thauron,174.0
08,08113,Chaumont-Porcien,509.0
47,47086,Duras,1211.0
23,23265,La Villeneuve,47.0
33,33491,Saint-Vivien-de-Monségur,398.0
72,72267,Saint-Aubin-des-Coudrais,913.0
62,62164,Bourlon,1140.0
37,37268,Verneuil-le-Château,126.0
40,40212,Orthevielle,1040.0
10,10229,Maupas,101.0
12,12155,Fondamente,334.0
81,81137,Lasfaillades,88.0
17,17377,Saint-Ouen-la-Thène,132.0
66,66011,Bages,4482.0
52,52021,Attancourt,276.0
70,70227,Faucogney-et-la-Mer,456.0
15,15212,Saint-Santin-de-Maurs,363.0
24,24577,Vézac,511.0
71,71164,Curtil-sous-Burnand,136.0
59,59415,Montrécourt,225.0
52,52168,Dinteville,64.0
77,77236,Jaulnes,345.0
30,30338,Vallérargues,135.0
38,38524,Varces-Allières-et-Risset,8287.0
60,60274,Glaignes,371.0
79,79066,Champdeniers-Saint-Denis,1774.0
39,39241,Frébuans,384.0
76,76636,Saint-Pierre-de-Varengeville,2299.0
59,59288,Haulchin,2320.0
32,32273,Monlezun,164.0
24,24300,Nabirat,359.0
65,65148,Cizos,135.0
41,41090,Fortan,250.0
71,71013,Authumes,284.0
38,38099,Chevrières,742.0
69,69168,Rochetaillée-sur-Saône,1543.0
39,39059,Bois-d'Amont,1653.0
17,17315,Saint-Christophe,1389.0
17,17013,Antezant-la-Chapelle,357.0
09,09282,Saverdun,4815.0
71,71087,Chapaize,164.0
62,62405,Hamblain-les-Prés,464.0
34,34228,Rieussec,82.0
67,67362,Orschwiller,615.0
86,86287,Vézières,351.0
29,29049,Elliant,3343.0
12,12032,Boussac,602.0
54,54494,Saulxerotte,100.0
30,30354,Montagnac,216.0
07,07220,Saint-Christol,103.0
18,18066,Civray,909.0
12,12180,Peyreleau,71.0
29,29016,Brasparts,1043.0
80,80560,Montauban-de-Picardie,215.0
02,02477,Mercin-et-Vaux,954.0
59,59660,Willems,2996.0
89,89154,Escamps,870.0
03,03122,Gipcy,237.0
57,57500,Neufmoulins,40.0
59,59605,Uxem,1497.0
08,08466,Vaux-lès-Mouzon,71.0
70,70107,Bussières,438.0
54,54170,Domptail-en-l'Air,71.0
77,77106,Chauffry,1014.0
21,21409,Meuilley,434.0
51,51037,Baslieux-lès-Fismes,344.0
10,10186,Laines-aux-Bois,530.0
38,38398,Saint-Jean-d'Avelanne,979.0
34,34012,Argelliers,970.0
62,62222,Chériennes,164.0
04,04049,Château-Arnoux-Saint-Auban,5082.0
84,84038,Cheval-Blanc,4317.0
86,86235,Saint-Maurice-la-Clouère,1302.0
63,63258,Olliergues,743.0
39,39376,Moutoux,76.0
01,01202,Lagnieu,7268.0
62,62903,Zoteux,599.0
70,70561,Villersexel,1419.0
38,38553,Villefontaine,19083.0
32,32051,Bézéril,114.0
42,42173,Pommiers,365.0
81,81231,Rouairoux,385.0
19,19221,Saint-Martial-Entraygues,99.0
57,57586,Rochonvillers,195.0
2B,2B227,Pietricaggio,33.0
68,68073,Dolleren,472.0
55,55438,Romagne-sous-Montfaucon,181.0
2A,2A326,Tolla,121.0
89,89155,Escolives-Sainte-Camille,709.0
51,51135,Châtillon-sur-Broué,81.0
14,14040,Barbeville,222.0
33,33061,Bonnetan,1024.0
64,64422,Oloron-Sainte-Marie,10616.0
54,54581,Ville-sur-Yron,298.0
71,71256,Lessard-en-Bresse,554.0
80,80735,Seux,177.0
71,71504,Saunières,82.0
71,71483,Saint-Symphorien-des-Bois,417.0
52,52050,Biesles,1325.0
81,81224,Le Riols,101.0
69,69233,Saint-Romain-au-Mont-d'Or,1238.0
27,27095,Bosrobert,672.0
76,76613,Saint-Martin-aux-Buneaux,642.0
08,08386,Saint-Loup-en-Champagne,341.0
09,09309,Teilhet,159.0
88,88100,Chef-Haut,46.0
03,03286,Toulon-sur-Allier,1157.0
14,14425,Le Mesnil-Simon,158.0
08,08162,Fagnon,344.0
67,67143,Fouchy,636.0
43,43042,Cayres,696.0
55,55220,Grimaucourt-près-Sampigny,88.0
68,68313,Soppe-le-Bas,779.0
43,43040,Brioude,6518.0
46,46281,Saint-Médard-de-Presque,194.0
33,33007,Arbanats,1353.0
55,55178,Érize-Saint-Dizier,190.0
70,70022,Angirey,153.0
71,71556,Varennes-lès-Mâcon,574.0
51,51147,La Cheppe,323.0
65,65051,Aventignan,209.0
28,28117,Crécy-Couvé,270.0
54,54486,Saint-Remimont,335.0
66,66018,La Bastide,65.0
47,47114,Grézet-Cavagnan,401.0
77,77323,Moussy-le-Vieux,1476.0
07,07334,Les Vans,2659.0
41,41018,Blois,46813.0
38,38548,Villard-de-Lans,4322.0
43,43129,Le Mas-de-Tence,147.0
08,08220,Hauviné,329.0
71,71058,Bresse-sur-Grosne,186.0
79,79268,Saint-Loup-Lamairé,1011.0
91,91114,Brunoy,25423.0
76,76676,Sigy-en-Bray,488.0
78,78057,Bennecourt,1837.0
68,68278,Rixheim,13795.0
10,10273,Ortillon,23.0
69,69132,Meys,850.0
38,38074,Chantesse,386.0
67,67434,Sarre-Union,2772.0
67,67050,Blancherupt,31.0
49,49352,Toutlemonde,1320.0
02,02262,Deuillet,207.0
29,29162,Pleyben,3605.0
62,62134,Bimont,105.0
80,80648,Pys,124.0
02,02471,Martigny-Courpierre,134.0
39,39266,Les Hays,347.0
63,63105,Chaumont-le-Bourg,228.0
89,89183,Fresnes,64.0
16,16067,Bunzac,458.0
89,89188,Girolles,178.0
60,60060,Belle-Église,690.0
05,05113,Rambaud,391.0
78,78601,Sonchamp,1630.0
59,59578,Steenbecque,1650.0
11,11177,Joucou,31.0
81,81265,Saint-Michel-de-Vax,80.0
69,69298,Toussieu,3195.0
82,82147,Puylagarde,333.0
34,34221,Puéchabon,504.0
30,30269,Saint-Jean-du-Gard,2480.0
63,63339,Saint-Étienne-des-Champs,127.0
59,59067,Bergues,3561.0
28,28211,Logron,576.0
2A,2A322,Tasso,88.0
11,11041,Bize-Minervois,1258.0
51,51190,Courtagnon,72.0
31,31182,Fenouillet,5595.0
18,18033,Bourges,63702.0
43,43190,Saint-Germain-Laprade,3528.0
10,10025,Bagneux-la-Fosse,173.0
67,67233,Kertzfeld,1190.0
47,47167,Mézin,1460.0
72,72153,Jupilles,548.0
82,82036,Le Causé,132.0
65,65114,Buzon,79.0
72,72046,Le Breil-sur-Mérize,1560.0
11,11354,Saint-Martin-des-Puits,29.0
10,10436,Vinets,181.0
86,86205,Ranton,204.0
49,49102,Cléré-sur-Layon,343.0
83,83108,La Roquebrussanne,2192.0
22,22153,Moncontour,745.0
25,25403,Montlebon,2209.0
63,63445,Vassel,297.0
06,06042,Clans,673.0
91,91200,Dourdan,11279.0
02,02616,Pont-Saint-Mard,194.0
92,92035,La Garenne-Colombes,29932.0
79,79116,Faye-l'Abbesse,1117.0
21,21418,Moitron,56.0
76,76655,Saint-Valery-en-Caux,3915.0
70,70093,Breuches,646.0
31,31296,Lestelle-de-Saint-Martory,435.0
71,71321,Morey,191.0
01,01199,Jujurieux,2124.0
91,91047,Baulne,1416.0
38,38170,Fontanil-Cornillon,3405.0
81,81267,Saint-Pierre-de-Trivisy,616.0
71,71077,Chambilly,485.0
88,88110,Clézentaine,221.0
25,25035,Les Auxons,2510.0
08,08144,Doux,103.0
62,62678,Quesques,712.0
59,59418,Mortagne-du-Nord,1584.0
67,67530,Wickersheim-Wilshausen,388.0
65,65307,Mazères-de-Neste,341.0
66,66175,Saint-Génis-des-Fontaines,2911.0
01,01258,Montceaux,1198.0
50,50092,Cambernon,708.0
25,25063,Blamont,1224.0
49,49027,Bégrolles-en-Mauges,2120.0
37,37270,Vernou-sur-Brenne,2820.0
26,26130,Eyroles,23.0
76,76513,Quevillon,590.0
88,88481,Uriménil,1328.0
76,76557,Saint-Arnoult,1453.0
64,64503,Samsons-Lion,93.0
65,65470,Viger,144.0
33,33380,Saint-Caprais-de-Blaye,1793.0
45,45061,Cepoy,2373.0
14,14117,Cabourg,3583.0
41,41203,Saint-Bohaire,491.0
57,57165,Dalem,701.0
10,10414,Villeloup,126.0
31,31372,Montespan,462.0
68,68110,Grussenheim,796.0
30,30313,Sauzet,802.0
47,47278,Saint-Sernin,479.0
54,54526,Tomblaine,9019.0
50,50543,Saint-Quentin-sur-le-Homme,1371.0
51,51489,Saint-Jean-devant-Possesse,30.0
84,84015,Beaumont-du-Ventoux,304.0
02,02164,Le Charmel,326.0
08,08484,Ville-sur-Retourne,76.0
02,02136,Burelles,124.0
87,87014,Bessines-sur-Gartempe,2762.0
03,03056,La Chapelle,390.0
41,41178,Le Plessis-l'Échelle,58.0
12,12184,Pomayrols,118.0
38,38335,Revel-Tourdan,1044.0
02,02660,Rouvroy-sur-Serre,39.0
53,53250,Saint-Poix,399.0
71,71412,Saint-Eusèbe,1203.0
62,62842,Vendin-le-Vieil,8381.0
36,36100,Lourouer-Saint-Laurent,254.0
31,31021,Aspret-Sarrat,126.0
01,01042,Bey,290.0
77,77022,Barbizon,1241.0
02,02099,Bonnesvalyn,211.0
32,32238,Marseillan,84.0
45,45143,Feins-en-Gâtinais,32.0
36,36126,Montchevrier,447.0
25,25552,Sourans,116.0
29,29053,Le Faou,1832.0
29,29206,Plounévez-Lochrist,2289.0
88,88511,Villouxel,89.0
34,34134,Lavérune,3312.0
86,86252,Sammarçolles,649.0
35,35004,Antrain,4102.0
85,85159,Nalliers,2353.0
46,46258,Saint-Cirq-Souillaguet,167.0
17,17434,Surgères,6825.0
04,04148,Peyroules,248.0
07,07190,Rochecolombe,221.0
31,31319,Marliac,131.0
60,60676,Ville,750.0
27,27203,Douains,457.0
89,89407,Tanlay,897.0
19,19271,Tudeils,258.0
21,21009,Allerey,177.0
24,24284,Montagnac-d'Auberoche,133.0
55,55221,Guerpont,241.0
27,27622,Serquigny,1785.0
39,39572,Villette-lès-Arbois,377.0
68,68028,Bergheim,2066.0
55,55381,Neuville-lès-Vaucouleurs,156.0
48,48151,Saint-Frézal-d'Albuges,60.0
80,80165,Camps-en-Amiénois,185.0
44,44066,Grandchamps-des-Fontaines,6759.0
57,57721,Vilsberg,347.0
33,33342,Puisseguin,815.0
44,44074,Indre,4130.0
34,34303,Sorbs,40.0
39,39554,Vers-en-Montagne,226.0
16,16008,Ambérac,309.0
38,38011,Anthon,1120.0
17,17061,Bran,140.0
65,65179,Fréchendets,26.0
48,48026,Blavignac,261.0
80,80258,Driencourt,83.0
66,66109,Molitg-les-Bains,248.0
40,40208,Onard,370.0
38,38462,Saint-Théoffrey,586.0
29,29186,Plouezoc'h,1630.0
60,60223,Estrées-Saint-Denis,3693.0
55,55083,Brouennes,156.0
24,24587,Vitrac,838.0
78,78550,Saint-Germain-de-la-Grange,1841.0
30,30109,Euzet,472.0
10,10069,Buxières-sur-Arce,115.0
33,33498,Salles,7887.0
11,11416,Villarzel-Cabardès,263.0
65,65232,Jacque,66.0
03,03065,Châtel-de-Neuvre,552.0
36,36110,Maillet,259.0
29,29029,Cléden-Poher,1129.0
42,42085,Doizieux,852.0
26,26272,Rochefort-en-Valdaine,364.0
12,12230,Saint-Jean-Delnous,387.0
81,81165,Milhars,237.0
25,25620,Ville-du-Pont,329.0
03,03139,Laprugne,311.0
24,24517,Salles-de-Belvès,76.0
55,55148,Delouze-Rosières,116.0
46,46073,Concots,410.0
57,57617,Saint-Jure,279.0
56,56129,Ménéac,1489.0
83,83149,Villecroze,1494.0
52,52198,Fays,65.0
10,10191,Lavau,934.0
76,76171,La Chapelle-Saint-Ouen,140.0
06,06007,Auribeau-sur-Siagne,3251.0
80,80128,Bouvincourt-en-Vermandois,141.0
31,31203,Frouzins,9457.0
31,31064,Benque-Dessous-et-Dessus,29.0
65,65279,Lortet,213.0
02,02444,Lugny,127.0
93,93015,Coubron,5063.0
08,08288,Mesmont,91.0
58,58197,Nuars,166.0
65,65274,Libaros,138.0
70,70525,Vauconcourt-Nervezain,216.0
10,10369,Semoine,210.0
16,16012,Angeac-Champagne,498.0
10,10169,Gumery,217.0
79,79298,Saint-Symphorien,1990.0
30,30149,Lirac,920.0
59,59363,Louvignies-Quesnoy,912.0
33,33523,Targon,2044.0
62,62511,Lignereuil,140.0
80,80806,Villers-sur-Authie,466.0
57,57592,Romelfing,339.0
25,25160,Les Combes,766.0
2B,2B245,Porri,43.0
49,49018,Baugé-en-Anjou,11757.0
85,85252,Saint-Maurice-le-Girard,598.0
87,87071,Glandon,798.0
70,70523,Vars,191.0
62,62819,Tilques,1070.0
01,01328,Romans,617.0
88,88026,Aydoilles,995.0
31,31227,Goyrans,849.0
60,60293,Hadancourt-le-Haut-Clocher,377.0
19,19275,Ussel,9159.0
06,06132,Saorge,440.0
40,40198,Morganx,171.0
54,54464,Rouves,104.0
31,31007,Ambax,60.0
59,59607,Vendegies-au-Bois,484.0
42,42107,Gumières,320.0
47,47274,Saint-Romain-le-Noble,390.0
66,66068,Escaro,119.0
62,62201,Camiers,2683.0
12,12261,Saujac,124.0
35,35026,Bléruais,99.0
42,42008,Arcon,113.0
22,22057,Le Faouët,410.0
30,30123,Gallargues-le-Montueux,3592.0
07,07182,Prades,1174.0
59,59523,Sainghin-en-Mélantois,2848.0
72,72244,Précigné,2924.0
74,74043,Bons-en-Chablais,5907.0
55,55526,Vadonville,257.0
64,64411,Musculdy,229.0
64,64298,Lacarry-Arhan-Charritte-de-Haut,125.0
46,46086,Cuzance,646.0
32,32399,Saint-Orens,82.0
45,45317,Tavers,1344.0
59,59016,Armbouts-Cappel,2125.0
71,71104,Charnay-lès-Chalon,188.0
09,09184,Mauvezin-de-Sainte-Croix,51.0
71,71091,La Chapelle-du-Mont-de-France,191.0
01,01134,Crottet,1818.0
39,39049,Bersaillin,406.0
59,59015,Arleux,3151.0
67,67392,Reipertswiller,844.0
48,48175,Saint-Pierre-de-Nogaret,175.0
65,65308,Mazerolles,108.0
43,43163,Riotord,1184.0
18,18101,Germigny-l'Exempt,291.0
65,65456,Uglas,279.0
21,21234,Drée,64.0
38,38107,Chonas-l'Amballan,1698.0
02,02017,Anguilcourt-le-Sart,295.0
86,86082,Couhé,4368.0
03,03068,Châtelus,108.0
38,38318,Pont-Évêque,5466.0
57,57733,Volstroff,2057.0
73,73206,Pralognan-la-Vanoise,710.0
05,05060,Furmeyer,181.0
53,53021,La Bazoge-Montpinçon,993.0
02,02539,Nauroy,686.0
02,02412,Launoy,99.0
12,12172,Le Nayrac,537.0
41,41181,Pouillé,802.0
70,70337,Melin,58.0
68,68367,Widensolen,1202.0
71,71219,Gigny-sur-Saône,556.0
93,93079,Villetaneuse,12663.0
72,72040,La Bosse,146.0
69,69281,Marennes,1963.0
41,41027,Briou,144.0
61,61169,Flers,14482.0
77,77395,Rumont,122.0
31,31188,Fontenilles,5849.0
34,34234,Roquessels,102.0
38,38291,Pajay,1086.0
68,68213,Mollau,338.0
77,77276,Mareuil-lès-Meaux,3304.0
05,05064,La Chapelle-en-Valgaudémar,104.0
01,01310,Prémeyzel,247.0
65,65414,Ségalas,82.0
52,52354,Noidant-Chatenoy,82.0
67,67315,Neewiller-près-Lauterbourg,662.0
95,95271,Génicourt,513.0
70,70361,Montessaux,163.0
12,12225,Saint-Georges-de-Luzençon,1595.0
11,11440,Villetritouls,34.0
12,12246,Saint-Santin,523.0
29,29290,Tréglonou,691.0
25,25005,Accolans,88.0
63,63430,Thiers,11633.0
57,57695,Varize,498.0
90,90041,Étueffont,1394.0
08,08233,Imécourt,44.0
59,59545,Saint-Souplet,1203.0
23,23166,Sagnat,193.0
72,72367,Vallon-sur-Gée,782.0
08,08403,Sault-lès-Rethel,1928.0
10,10390,Urville,117.0
91,91228,Évry,66177.0
66,66142,Planès,55.0
08,08374,La Sabotterie,127.0
35,35222,Pleine-Fougères,1972.0
70,70140,Châteney,66.0
36,36149,Palluau-sur-Indre,794.0
12,12221,Saint-Félix-de-Lunel,369.0
29,29035,Coat-Méal,1131.0
69,69080,Échalas,1927.0
79,79236,Saint-André-sur-Sèvre,642.0
37,37244,Sazilly,259.0
14,14337,La Houblonnière,327.0
971,971126,Saint-Louis,2528.0
83,83104,Rians,4272.0
2A,2A211,Petreto-Bicchisano,562.0
32,32154,Homps,110.0
51,51161,Condé-sur-Marne,747.0
79,79160,Lusseray,171.0
56,56070,Guégon,2251.0
49,49201,La Ménitré,2036.0
32,32250,Meilhan,76.0
67,67087,Dauendorf,1448.0
63,63390,Saint-Quintin-sur-Sioule,386.0
21,21193,Corgengoux,373.0
76,76269,Fontaine-en-Bray,168.0
15,15204,Saint-Paul-des-Landes,1533.0
41,41036,Chaon,445.0
91,91198,D'Huison-Longueville,1514.0
24,24171,Eyzerac,553.0
23,23233,Saint-Pierre-le-Bost,121.0
38,38319,Pont-en-Royans,802.0
71,71455,Saint-Martin-du-Tartre,153.0
34,34011,Arboras,107.0
36,36011,Bagneux,173.0
32,32285,Montesquiou,570.0
55,55197,Fresnes-au-Mont,165.0
83,83072,Lorgues,9542.0
72,72324,Saint-Vincent-des-Prés,502.0
59,59151,Colleret,1573.0
61,61023,Bailleul,609.0
64,64277,Isturits,536.0
25,25174,Courtefontaine,247.0
24,24244,Lolme,191.0
85,85280,Sallertaine,3265.0
06,06010,Le Bar-sur-Loup,2947.0
43,43067,Chavaniac-Lafayette,268.0
91,91421,Montgeron,23800.0
64,64243,Géus-d'Arzacq,203.0
27,27291,Gournay-le-Guérin,121.0
04,04128,Montfuron,225.0
47,47061,Caumont-sur-Garonne,809.0
68,68111,Gueberschwihr,843.0
26,26201,Montguers,49.0
36,36116,Ménétréols-sous-Vatan,117.0
10,10071,Chacenay,53.0
77,77147,La Croix-en-Brie,663.0
62,62861,Vimy,4307.0
85,85255,Saint-Michel-en-l'Herm,2329.0
95,95170,Condécourt,550.0
72,72223,Noyen-sur-Sarthe,2613.0
38,38149,Domarin,1681.0
30,30047,Bouillargues,6192.0
68,68185,Lièpvre,1653.0
76,76564,Saint-Aubin-sur-Mer,169.0
09,09172,Loubaut,26.0
30,30219,Rogues,99.0
64,64098,Bassillon-Vauzé,66.0
84,84144,Viens,630.0
08,08274,Marcq,92.0
22,22319,Saint-Michel-en-Grève,448.0
77,77411,Saint-Germain-sous-Doue,557.0
03,03116,Fourilles,187.0
70,70208,Échenoz-le-Sec,289.0
86,86114,Jardres,1260.0
61,61376,Saint-Clair-de-Halouze,835.0
64,64257,Haut-de-Bosdarros,333.0
39,39235,Fraisans,1184.0
88,88056,Bettoncourt,94.0
11,11214,Malras,431.0
58,58163,Menou,184.0
39,39361,Montmirey-le-Château,196.0
07,07310,Savas,897.0
58,58256,Saint-Martin-sur-Nohain,376.0
60,60544,Rocquencourt,191.0
72,72385,Yvré-le-Pôlin,1751.0
81,81058,Carbes,236.0
972,972208,Fonds-Saint-Denis,641.0
22,22256,Quemper-Guézennec,1057.0
57,57160,Creutzwald,12514.0
70,70502,Tincey-et-Pontrebeau,83.0
77,77318,Mortcerf,1416.0
44,44046,Corsept,2636.0
89,89295,Perrigny,1260.0
53,53067,Chémeré-le-Roi,420.0
52,52047,Beurville,102.0
74,74087,Contamine-sur-Arve,2315.0
52,52467,Savigny,58.0
32,32343,Riguepeu,168.0
41,41167,Onzain,3364.0
30,30298,Saint-Sébastien-d'Aigrefeuille,508.0
2B,2B183,Ogliastro,91.0
66,66115,Montesquieu-des-Albères,1273.0
62,62404,Halloy,199.0
71,71184,Dracy-Saint-Loup,631.0
01,01061,Brens,1129.0
12,12147,Montagnol,144.0
79,79280,Saint-Maurice-la-Fougereuse,880.0
73,73292,Thénésol,318.0
43,43154,Pradelles,540.0
60,60599,Saint-Thibault,288.0
15,15185,Saint-Étienne-de-Chomeil,249.0
67,67053,Boesenbiesen,320.0
35,35186,Mont-Dol,1079.0
39,39175,Coyron,70.0
67,67147,Froeschwiller,495.0
39,39570,Villers-les-Bois,223.0
39,39223,La Ferté,192.0
08,08097,Challerange,430.0
10,10165,Géraudot,333.0
63,63313,Saint-Alyre-ès-Montagne,104.0
51,51563,Talus-Saint-Prix,102.0
53,53174,Parigné-sur-Braye,838.0
76,76478,Notre-Dame-du-Parc,190.0
55,55232,Harville,113.0
85,85142,La Merlatière,1011.0
11,11007,Albières,115.0
64,64540,Urcuit,2914.0
29,29274,Scaër,5223.0
04,04220,Les Thuiles,369.0
81,81020,Aussac,266.0
76,76734,Vergetot,440.0
68,68167,Kirchberg,715.0
77,77076,Chalmaison,753.0
34,34206,Poilhes,535.0
51,51284,Haussignémont,302.0
08,08136,Daigny,357.0
77,77130,Coulommes,532.0
65,65228,Ilhet,121.0
39,39164,Conliège,656.0
62,62270,Divion,6893.0
16,16114,Couture,168.0
60,60073,Blacourt,560.0
15,15056,Crandelles,861.0
54,54348,Manonville,238.0
70,70149,Chenebier,697.0
26,26123,Establet,22.0
39,39079,Briod,207.0
22,22322,Saint-Péver,380.0
80,80272,Épénancourt,124.0
26,26234,Piégros-la-Clastre,889.0
33,33453,Saint-Michel-de-Lapujade,214.0
